# Step Strain Stress Density
204 3.400152e-04 6.152033e+07 8.001813e+10 
205 3.404860e-04 6.153935e+07 8.044159e+10 
206 3.410510e-04 6.156134e+07 8.108079e+10 
207 3.417290e-04 6.158670e+07 8.188336e+10 
208 3.421358e-04 6.160145e+07 8.232760e+10 
209 3.425426e-04 6.161581e+07 8.279470e+10 
210 3.427866e-04 6.162426e+07 8.308341e+10 
211 3.430307e-04 6.163252e+07 8.338401e+10 
212 3.433236e-04 6.164224e+07 8.372318e+10 
213 3.436750e-04 6.165356e+07 8.410932e+10 
214 3.438859e-04 6.166023e+07 8.431033e+10 
215 3.440968e-04 6.166676e+07 8.451833e+10 
216 3.442233e-04 6.167065e+07 8.465771e+10 
217 3.443498e-04 6.167447e+07 8.478489e+10 
218 3.445017e-04 6.167902e+07 8.495566e+10 
219 3.446839e-04 6.168439e+07 8.515350e+10 
220 3.449025e-04 6.169071e+07 8.541452e+10 
221 3.451649e-04 6.169815e+07 8.571828e+10 
222 3.454797e-04 6.170680e+07 8.609848e+10 
223 3.458575e-04 6.171700e+07 8.655087e+10 
224 3.463109e-04 6.172864e+07 8.710390e+10 
225 3.468549e-04 6.174188e+07 8.776926e+10 
226 3.471814e-04 6.174959e+07 8.813551e+10 
227 3.473446e-04 6.175339e+07 8.829994e+10 
228 3.475078e-04 6.175710e+07 8.849445e+10 
229 3.477036e-04 6.176146e+07 8.872045e+10 
230 3.479387e-04 6.176656e+07 8.901252e+10 
231 3.482207e-04 6.177245e+07 8.936766e+10 
232 3.485591e-04 6.177936e+07 8.976050e+10 
233 3.489652e-04 6.178726e+07 9.025596e+10 
234 3.492089e-04 6.179178e+07 9.055278e+10 
235 3.494526e-04 6.179617e+07 9.085616e+10 
236 3.497450e-04 6.180111e+07 9.119981e+10 
237 3.499204e-04 6.180396e+07 9.141850e+10 
238 3.500959e-04 6.180669e+07 9.161231e+10 
239 3.503064e-04 6.180990e+07 9.186545e+10 
240 3.505591e-04 6.181357e+07 9.215537e+10 
241 3.508622e-04 6.181770e+07 9.249235e+10 
242 3.512260e-04 6.182248e+07 9.295296e+10 
243 3.516626e-04 6.182755e+07 9.352014e+10 
244 3.521865e-04 6.183303e+07 9.416666e+10 
245 3.525008e-04 6.183601e+07 9.455657e+10 
246 3.528151e-04 6.183875e+07 9.490531e+10 
247 3.531923e-04 6.184165e+07 9.536488e+10 
248 3.536450e-04 6.184457e+07 9.588432e+10 
249 3.541881e-04 6.184734e+07 9.658979e+10 
250 3.545140e-04 6.184866e+07 9.693564e+10 
251 3.548399e-04 6.184969e+07 9.727150e+10 
252 3.550354e-04 6.185020e+07 9.749799e+10 
253 3.552310e-04 6.185065e+07 9.770893e+10 
254 3.554656e-04 6.185103e+07 9.799160e+10 
255 3.557472e-04 6.185139e+07 9.832915e+10 
256 3.560851e-04 6.185154e+07 9.877349e+10 
257 3.564905e-04 6.185136e+07 9.921779e+10 
258 3.567338e-04 6.185110e+07 9.951283e+10 
259 3.568555e-04 6.185092e+07 9.962909e+10 
