# Step Strain Stress Density
1 3.000000e-09 -4.151887e+03 2.044285e+12 
10 7.787605e-08 6.781916e+03 2.041303e+12 
20 5.600640e-07 6.226710e+04 2.046269e+12 
30 3.545645e-06 4.278730e+05 2.044289e+12 
40 2.203157e-05 2.642049e+06 2.053431e+12 
50 1.364916e-04 1.637816e+07 2.177998e+12 
