strain,screw_percent,mixed_percent,edge_percent
7.682951000000000363e-04,6.167291796435997497e+01,2.199735883473691445e+01,1.632972320090311769e+01
7.712951000000000008e-04,6.200243466530869085e+01,2.186094677469326086e+01,1.613661855999804473e+01
7.742950999999999653e-04,6.216141334944287422e+01,2.167360318813783238e+01,1.616498346241929340e+01
7.772951000000000383e-04,6.258593971669630918e+01,2.143532631832200153e+01,1.597873396498168752e+01
7.802951000000000028e-04,6.289620218485342207e+01,2.088908626369412502e+01,1.621471155145245291e+01
7.832950999999999673e-04,6.292528272716093340e+01,2.103997798456007473e+01,1.603473928827900608e+01
7.862951000000000402e-04,6.330680420428565469e+01,2.076722258787067332e+01,1.592597320784366133e+01
7.892951000000000047e-04,6.354450729202866910e+01,2.054200142271432483e+01,1.591349128525700962e+01
7.922950999999999692e-04,6.387073813200027672e+01,2.057822217060705938e+01,1.555103969739266923e+01
7.952951000000000421e-04,6.398619610554114701e+01,2.038484036550990197e+01,1.562896352894894925e+01
7.982951000000000066e-04,6.421429580785060409e+01,2.033157430267960208e+01,1.545412988946979738e+01
8.012950999999999711e-04,6.434242079959012983e+01,2.037534545941694830e+01,1.528223374099293430e+01
8.042951000000000440e-04,6.452022395919240694e+01,2.022816497360814481e+01,1.525161106719943582e+01
8.072951000000000085e-04,6.474278968335303830e+01,1.995985138795650471e+01,1.529735892869044278e+01
8.102950999999999730e-04,6.499901805495370866e+01,1.999743637189292400e+01,1.500354557315337622e+01
8.132951000000000459e-04,6.510444972312441791e+01,2.012833650271996788e+01,1.476721377415562664e+01
8.162951000000000104e-04,6.535024409076120833e+01,1.989682655216333629e+01,1.475292935707545183e+01
8.192950999999999749e-04,6.541634579080317735e+01,2.005596991652332761e+01,1.452768429267348793e+01
8.222951000000000479e-04,6.576896974261683226e+01,1.999730598262004833e+01,1.423372427476310698e+01
8.252951000000000124e-04,6.597028486794238233e+01,1.996970826986886749e+01,1.406000686218875018e+01
8.282950999999999769e-04,6.626013272037884860e+01,1.969582391232019702e+01,1.404404336730093839e+01
8.312951000000000498e-04,6.632800975478940586e+01,1.966384151413496539e+01,1.400814873107562875e+01
8.342951000000000143e-04,6.656198250210836420e+01,1.951120017733967060e+01,1.392681732055197585e+01
8.372950999999999788e-04,6.702758052011859036e+01,1.939739827624358881e+01,1.357502120363783860e+01
8.402951000000000517e-04,6.709497050403230389e+01,1.916086041096954062e+01,1.374416908499814838e+01
8.432951000000000162e-04,6.740885971551735167e+01,1.909982253752038162e+01,1.349131774696225960e+01
8.462950999999999807e-04,6.748066628674800427e+01,1.932451726651672175e+01,1.319481644673526688e+01
8.492951000000000536e-04,6.783950902571611152e+01,1.913688459120022145e+01,1.302360638308367413e+01
8.522951000000000181e-04,6.800544910578558699e+01,1.883633231170679778e+01,1.315821858250760990e+01
8.552950999999999826e-04,6.845425091043144050e+01,1.868500919476127464e+01,1.286073989480728841e+01
8.582950999999999471e-04,6.840888571038497901e+01,1.888374616778398618e+01,1.270736812183102948e+01
8.612951000000000201e-04,6.869574148721845575e+01,1.874185404724984494e+01,1.256240446553169754e+01
8.642950999999999846e-04,6.894112998343815946e+01,1.859176957873879132e+01,1.246710043782305810e+01
8.672950999999999491e-04,6.930441488026876584e+01,1.810240581445342656e+01,1.259317930527782003e+01
8.702951000000000220e-04,6.954020520275406625e+01,1.819559397795660161e+01,1.226420081928932504e+01
8.732950999999999865e-04,6.967341847817786515e+01,1.815443656683995499e+01,1.217214495498218518e+01
8.762950999999999510e-04,6.953743403581704285e+01,1.841447507626754287e+01,1.204809088791540894e+01
8.792951000000000239e-04,6.958654105537222279e+01,1.840288717778225447e+01,1.201057176684552630e+01
8.822950999999999884e-04,6.979033760058833025e+01,1.839950419949895988e+01,1.181015819991272053e+01
8.852950999999999529e-04,6.991799751557037723e+01,1.832552823506733830e+01,1.175647424936227026e+01
8.882951000000000258e-04,7.017926826804070117e+01,1.819936869311142402e+01,1.162136303884787658e+01
8.912950999999999903e-04,7.041209683968122590e+01,1.796949918464400398e+01,1.161840397567476835e+01
8.942950999999999548e-04,7.082514896387542080e+01,1.763727562043949249e+01,1.153757541568507783e+01
8.972951000000000277e-04,7.091029710614778026e+01,1.755101672895889919e+01,1.153868616489332055e+01
9.002950999999999922e-04,7.122503410599030360e+01,1.719679700672487144e+01,1.157816888728482851e+01
9.032950999999999567e-04,7.113648578211729046e+01,1.742337570765500487e+01,1.144013851022769579e+01
9.062951000000000297e-04,7.128453142058610581e+01,1.727246049154428675e+01,1.144300808786959855e+01
9.092950999999999942e-04,7.138770783261661279e+01,1.732807049731282234e+01,1.128422167007056487e+01
9.122950999999999587e-04,7.173758114373470107e+01,1.698486610107052286e+01,1.127755275519477607e+01
9.152951000000000316e-04,7.180219360684698415e+01,1.703339832433452017e+01,1.116440806881849923e+01
9.182950999999999961e-04,7.184625740823150863e+01,1.700283886673368272e+01,1.115090372503480332e+01
9.212950999999999606e-04,7.186956954283893140e+01,1.712645306836614623e+01,1.100397738879492060e+01
9.242951000000000335e-04,7.197684950226988576e+01,1.702604629162477679e+01,1.099710420610533745e+01
9.272950999999999980e-04,7.206995655320086769e+01,1.690631364408936577e+01,1.102372980270978431e+01
9.302950999999999625e-04,7.195873153423525537e+01,1.724873727438624016e+01,1.079253119137848671e+01
9.332951000000000354e-04,7.215273307742297959e+01,1.695317523286460215e+01,1.089409168971241826e+01
9.362950999999999999e-04,7.226883822088373677e+01,1.677400856872369062e+01,1.095715321039257617e+01
9.392950999999999644e-04,7.237299835135351600e+01,1.674347950898102866e+01,1.088352213966545889e+01
9.422951000000000374e-04,7.251727821685473430e+01,1.667220564419996265e+01,1.081051613894531016e+01
9.452951000000000019e-04,7.278974086586158876e+01,1.657259747920328508e+01,1.063766165493512439e+01
9.482950999999999664e-04,7.289723942830028136e+01,1.639296814456427853e+01,1.070979242713544366e+01
9.512951000000000393e-04,7.267381612036933802e+01,1.683921293737423497e+01,1.048697094225641280e+01
9.542951000000000038e-04,7.306246680985493924e+01,1.651535861077092804e+01,1.042217457937412561e+01
9.572950999999999683e-04,7.312304743926972606e+01,1.658387196652453355e+01,1.029308059420574750e+01
9.602951000000000412e-04,7.296003527390502086e+01,1.643809007577261028e+01,1.060187465032235465e+01
9.632951000000000057e-04,7.323999320679268976e+01,1.637176891237018239e+01,1.038823788083712785e+01
9.662950999999999702e-04,7.312555625449455476e+01,1.637036572424941738e+01,1.050407802125601187e+01
9.692951000000000431e-04,7.333354060366595206e+01,1.628410571294961073e+01,1.038235368338444786e+01
9.722951000000000076e-04,7.352761374695853647e+01,1.623626158312647405e+01,1.023612466991498948e+01
9.752950999999999721e-04,7.368280740080470537e+01,1.616235566093379816e+01,1.015483693826149647e+01
9.782950999999999366e-04,7.379645493100410647e+01,1.612069886242051808e+01,1.008284620657537545e+01
9.812950999999999011e-04,7.381928343717645191e+01,1.610862192853250363e+01,1.007209463429105689e+01
9.842951000000000825e-04,7.392860541392998641e+01,1.598079392098285822e+01,1.009060066508717490e+01
9.872951000000000470e-04,7.374705618849094435e+01,1.616271940371158067e+01,1.009022440779746965e+01
9.902951000000000115e-04,7.374358585495002671e+01,1.610663756154080417e+01,1.014977658350916379e+01
9.932950999999999760e-04,7.385725906701782151e+01,1.618543000605563620e+01,9.957310926926549399e+00
9.962950999999999405e-04,7.394091852006881993e+01,1.601767246265458766e+01,1.004140901727660307e+01
9.992950999999999050e-04,7.402042081399302731e+01,1.590692966908734540e+01,1.007264951691961663e+01
1.002295000000000052e-03,7.409930601613157819e+01,1.585368768779322757e+01,1.004700629607518891e+01
1.005295000000000017e-03,7.427309930678453043e+01,1.557870747586760274e+01,1.014819321734786861e+01
1.008294999999999981e-03,7.453389778566564416e+01,1.530279110183727909e+01,1.016331111249706609e+01
1.011294999999999946e-03,7.454311935571828940e+01,1.534677454545696840e+01,1.011010609882473155e+01
1.014294999999999910e-03,7.460286654907504555e+01,1.526843709670500893e+01,1.012869635421995262e+01
1.017295000000000092e-03,7.443870707673880815e+01,1.551016081741065378e+01,1.005113210585053984e+01
1.020295000000000056e-03,7.450096789964109689e+01,1.557109625988387869e+01,9.927935840475035079e+00
1.023295000000000021e-03,7.470085752130368917e+01,1.548510241031710066e+01,9.814040068379222603e+00
1.026294999999999985e-03,7.489169409533235466e+01,1.538929461635787277e+01,9.719011288309758356e+00
1.029294999999999950e-03,7.504564932761211082e+01,1.542821135818508260e+01,9.526139314202792363e+00
1.032294999999999914e-03,7.500125569367646960e+01,1.571176627988831775e+01,9.286978026435203759e+00
1.035295000000000095e-03,7.540541704191745964e+01,1.519860460263198831e+01,9.395978355450548491e+00
1.038295000000000060e-03,7.550443784488787458e+01,1.503172964142811985e+01,9.463832513684007353e+00
1.041295000000000024e-03,7.551357793636888971e+01,1.520507867153181536e+01,9.281343392099294931e+00
1.044294999999999989e-03,7.551605221928713263e+01,1.527271079848204316e+01,9.211236982230833092e+00
1.047294999999999953e-03,7.561825747333436709e+01,1.519048924483442775e+01,9.191253281831214039e+00
1.050294999999999918e-03,7.564788133258163327e+01,1.517856771300154684e+01,9.173550954416811010e+00
1.053295000000000099e-03,7.589449881503514916e+01,1.509994997569449815e+01,9.005551209270347357e+00
1.056295000000000064e-03,7.609398519438211395e+01,1.504594907708060170e+01,8.860065728537286134e+00
1.059295000000000028e-03,7.623072807682457608e+01,1.505258149574285120e+01,8.716690427432554955e+00
1.062294999999999993e-03,7.624665774908962135e+01,1.502093083463679868e+01,8.732411416273563987e+00
1.065294999999999957e-03,7.644158761419001280e+01,1.499433661486553149e+01,8.564075770944436172e+00
1.068294999999999922e-03,7.647093866197621992e+01,1.499506792507901487e+01,8.533993412944768764e+00
1.071295000000000103e-03,7.659566687386951855e+01,1.493807091324376657e+01,8.466262212886711325e+00
1.074295000000000068e-03,7.673117791624638073e+01,1.471338859451244829e+01,8.555433489241172751e+00
1.077295000000000032e-03,7.680909929263539482e+01,1.462584845763240615e+01,8.565052249732209688e+00
1.080294999999999997e-03,7.692754152153752045e+01,1.441972309987850132e+01,8.652735378583971126e+00
1.083294999999999961e-03,7.703604151827742896e+01,1.434837851078787807e+01,8.615579970934694742e+00
1.086294999999999926e-03,7.710697841553847809e+01,1.417316506860601066e+01,8.719856515855520129e+00
1.089295000000000107e-03,7.722107153317071493e+01,1.411899531274439035e+01,8.659933154084887619e+00
1.092295000000000071e-03,7.725429789629990296e+01,1.404490511221283633e+01,8.700796991487242948e+00
1.095295000000000036e-03,7.727594551866522465e+01,1.404924994526403381e+01,8.674804536070753969e+00
1.098295000000000000e-03,7.728701072419539742e+01,1.411321170128746694e+01,8.599777574517133871e+00
1.101294999999999965e-03,7.741084988524369237e+01,1.398508372469332350e+01,8.604066390062987679e+00
1.104294999999999929e-03,7.732779817106410292e+01,1.396048170548929512e+01,8.711720123446610842e+00
1.107294999999999894e-03,7.741107103684156243e+01,1.388161688630234636e+01,8.707312076856105421e+00
1.110295000000000075e-03,7.737691012215016428e+01,1.397476672597242242e+01,8.648323151877427506e+00
1.113295000000000040e-03,7.741415633620366066e+01,1.401301961691101461e+01,8.572824046885322957e+00
1.116295000000000004e-03,7.753584279836293547e+01,1.382567104646030565e+01,8.638486155176771319e+00
1.119294999999999969e-03,7.748972494251445653e+01,1.392870951396315782e+01,8.581565543522396311e+00
1.122294999999999933e-03,7.753136647883209776e+01,1.395630210648086411e+01,8.512331414687034581e+00
1.125294999999999898e-03,7.763229751617072338e+01,1.377094508726549194e+01,8.596757396563791787e+00
1.128295000000000079e-03,7.775344676591275572e+01,1.366387541398218275e+01,8.582677820105077515e+00
1.131295000000000044e-03,7.787152509088753050e+01,1.368941834369547550e+01,8.439056565416994005e+00
1.134295000000000008e-03,7.801387011937414684e+01,1.340711233752373666e+01,8.579017543102112953e+00
1.137294999999999973e-03,7.811304942027238951e+01,1.338762608963419254e+01,8.499324490093416173e+00
1.140294999999999937e-03,7.821087103328464707e+01,1.326346360067700836e+01,8.525665366038349902e+00
1.143294999999999902e-03,7.831172186558204373e+01,1.324455829417044050e+01,8.443719840247515762e+00
1.146295000000000083e-03,7.840968949915135511e+01,1.315675025987569668e+01,8.433560240972962418e+00
1.149295000000000047e-03,7.842544172645546041e+01,1.308107240465637666e+01,8.493485868888170032e+00
1.152295000000000012e-03,7.861669608178813462e+01,1.306321858477734565e+01,8.320085333434516173e+00
1.155294999999999976e-03,7.875087426149849534e+01,1.287290941570127423e+01,8.376216322800232206e+00
1.158294999999999941e-03,7.881957263496597932e+01,1.287587778925793636e+01,8.304549575776070114e+00
1.161294999999999905e-03,7.887235075841714149e+01,1.276258936968886104e+01,8.365059871894002796e+00
1.164295000000000087e-03,7.889809079963610827e+01,1.288655024983840569e+01,8.215358950525480708e+00
1.167295000000000051e-03,7.891004170294583275e+01,1.295641165640229886e+01,8.133546640651850623e+00
1.170295000000000016e-03,7.888561121731153492e+01,1.291283846992425133e+01,8.201550312764219086e+00
1.173294999999999980e-03,7.881612116152652447e+01,1.297312420265732769e+01,8.210754635816160274e+00
1.176294999999999945e-03,7.873068949938591743e+01,1.316213401842171926e+01,8.107176482192357980e+00
1.179294999999999909e-03,7.866471055532805678e+01,1.339605002524481669e+01,7.939239419427133626e+00
1.182295000000000091e-03,7.864803888969157697e+01,1.326810617149288696e+01,8.083854938815550284e+00
1.185295000000000055e-03,7.855081381969498011e+01,1.342571966815800444e+01,8.023466512147013674e+00
1.188295000000000020e-03,7.852115910364557294e+01,1.353282137222078951e+01,7.946019524133646428e+00
1.191294999999999984e-03,7.844388655753513717e+01,1.378537231632659932e+01,7.770741126138266175e+00
1.194294999999999949e-03,7.851745752359984465e+01,1.372768903271223451e+01,7.754853443687919068e+00
1.197294999999999913e-03,7.881813264066219915e+01,1.343954283779914505e+01,7.742324521538651361e+00
1.200295000000000094e-03,7.876232477399281606e+01,1.344758531023124171e+01,7.790089915775939566e+00
1.203295000000000059e-03,7.895489556058348057e+01,1.323806449646859207e+01,7.807039942947922029e+00
1.206295000000000023e-03,7.885163952113158814e+01,1.341103455558904578e+01,7.737325923279373185e+00
1.209294999999999988e-03,7.886827389814853007e+01,1.347558323448722106e+01,7.656142867364247984e+00
1.212294999999999952e-03,7.892471237580718935e+01,1.329993181216575771e+01,7.775355812027049396e+00
1.215294999999999917e-03,7.898063293233281001e+01,1.329234425836988009e+01,7.727022809297308115e+00
1.218295000000000098e-03,7.903123736703697944e+01,1.319754554679499847e+01,7.771217086168034527e+00
1.221295000000000063e-03,7.910487048271303934e+01,1.321345728940096009e+01,7.681672227885993465e+00
1.224295000000000027e-03,7.911640448177595886e+01,1.327087937535641515e+01,7.612716142867623326e+00
1.227294999999999992e-03,7.917520378806867143e+01,1.320718075757080356e+01,7.617615454360534777e+00
1.230294999999999956e-03,7.918837369084808131e+01,1.318434566424732601e+01,7.627280644904593565e+00
1.233294999999999921e-03,7.925834452077786807e+01,1.312098237981711435e+01,7.620673099405013140e+00
1.236295000000000102e-03,7.932274590778999368e+01,1.310328281048485977e+01,7.573971281725150106e+00
1.239295000000000067e-03,7.938747763123241441e+01,1.293699919809164989e+01,7.675523170675942808e+00
1.242295000000000031e-03,7.949510284522406778e+01,1.288172836086602224e+01,7.623168793909906427e+00
1.245294999999999996e-03,7.955535608314407625e+01,1.280251895986395105e+01,7.642124956991977136e+00
1.248294999999999960e-03,7.978115392344321322e+01,1.271073130815696217e+01,7.508114768399829053e+00
1.251294999999999925e-03,7.961837087679613489e+01,1.292037267168513814e+01,7.461256451518729627e+00
1.254295000000000106e-03,7.960953384428616175e+01,1.302790223309887452e+01,7.362563922614963730e+00
1.257295000000000071e-03,7.952814554481217613e+01,1.306296869094928148e+01,7.408885764238533511e+00
1.260295000000000035e-03,7.948502167032032162e+01,1.325356106006951684e+01,7.261417269610172198e+00
1.263295000000000000e-03,7.958001356993715092e+01,1.317832152835990200e+01,7.241664901702936419e+00
1.266294999999999964e-03,7.963200168583855998e+01,1.304194749136308573e+01,7.326050822798357842e+00
1.269294999999999929e-03,7.946019977404345980e+01,1.328245318407469355e+01,7.257347041881846650e+00
1.272294999999999893e-03,7.954301284999706922e+01,1.305341563061419485e+01,7.403571519388726152e+00
1.275295000000000074e-03,7.949839238329514046e+01,1.311650818063670343e+01,7.385099436068163214e+00
1.278295000000000039e-03,7.944819454762199484e+01,1.317242316721083562e+01,7.379382285167173983e+00
1.281295000000000003e-03,7.959083111766250340e+01,1.315591568581018223e+01,7.253253196527301050e+00
1.284294999999999968e-03,7.965499844190803458e+01,1.318377924058493456e+01,7.161222317507027313e+00
1.287294999999999932e-03,7.965298553131555082e+01,1.327975762865644072e+01,7.067256840028004028e+00
1.290294999999999897e-03,7.985528187048288373e+01,1.306280723834096413e+01,7.081910891176154799e+00
1.293295000000000078e-03,7.995976618344964493e+01,1.292824750971696268e+01,7.111986306833415483e+00
1.296295000000000043e-03,7.987495957776570776e+01,1.297127609888592659e+01,7.153764323348361209e+00
1.299295000000000007e-03,7.993845947051249823e+01,1.305272634783096208e+01,7.008814181656537023e+00
1.302294999999999972e-03,7.979473165523609168e+01,1.317148716424735966e+01,7.033781180516549547e+00
1.305294999999999936e-03,7.987133540535458565e+01,1.313927036579790020e+01,6.989394228847509716e+00
1.308294999999999901e-03,7.991586107352286206e+01,1.308783258309138375e+01,6.996306343385751525e+00
1.311295000000000082e-03,8.003891132806629116e+01,1.295207499159159603e+01,7.009013680342124353e+00
1.314295000000000047e-03,8.014306109421926294e+01,1.286693026898224979e+01,6.990008636798477504e+00
1.317295000000000011e-03,8.015162441347656852e+01,1.280679378131532786e+01,7.041581805208105393e+00
1.320294999999999976e-03,8.027347712926885492e+01,1.264530705327342019e+01,7.081215817457734651e+00
1.323294999999999940e-03,8.019332270888705239e+01,1.281659049391904226e+01,6.990086797193895585e+00
1.326294999999999905e-03,8.027713544324653583e+01,1.276281651737292933e+01,6.960048039380541063e+00
1.329295000000000086e-03,8.030733378925579302e+01,1.271798811476395841e+01,6.974678095980255677e+00
1.332295000000000050e-03,8.027964605667297349e+01,1.283921733041224478e+01,6.881136612914776407e+00
1.335295000000000015e-03,8.031100650706299859e+01,1.290470984411824418e+01,6.784283648818759005e+00
1.338294999999999979e-03,8.029958172581139308e+01,1.296794246854242694e+01,6.732475805646179090e+00
1.341294999999999944e-03,8.028189795517401706e+01,1.304657310734611109e+01,6.671528937479860311e+00
1.344294999999999908e-03,8.027252337080373934e+01,1.303402464530257987e+01,6.693451983893675461e+00
1.347295000000000090e-03,8.035287479978367742e+01,1.302834475199845166e+01,6.618780448217884249e+00
1.350295000000000054e-03,8.033073881383369041e+01,1.302936890953800741e+01,6.639892276628294177e+00
1.353295000000000019e-03,8.033247948740161348e+01,1.301721672709079058e+01,6.650303785507592380e+00
1.356294999999999983e-03,8.040177576761395528e+01,1.294387949270537064e+01,6.654344739680686516e+00
1.359294999999999948e-03,8.040972266046856021e+01,1.302597096151368916e+01,6.564306378017762178e+00
1.362294999999999912e-03,8.037421116984857861e+01,1.310065133931826864e+01,6.525137490833151865e+00
1.365295000000000094e-03,8.046838365595515086e+01,1.298708750453396199e+01,6.544528839510886264e+00
1.368295000000000058e-03,8.046384241734401144e+01,1.289462823506637790e+01,6.641529347589612442e+00
1.371295000000000023e-03,8.046197865816378680e+01,1.298272102058302657e+01,6.555300321253170637e+00
1.374294999999999987e-03,8.057103304974802427e+01,1.288297937375772939e+01,6.545987576494240123e+00
1.377294999999999952e-03,8.048027315674193005e+01,1.301314970855617759e+01,6.506577134701881704e+00
1.380294999999999916e-03,8.047627291827700446e+01,1.302227237717913688e+01,6.501454704543860430e+00
1.383295000000000097e-03,8.052132372277166894e+01,1.283157772540701913e+01,6.647098551821295942e+00
1.386295000000000062e-03,8.044523114794489516e+01,1.294478547180063721e+01,6.609983380254453422e+00
1.389295000000000026e-03,8.044542895337691846e+01,1.288394413239831060e+01,6.670626914224771831e+00
1.392294999999999991e-03,8.038339239823895355e+01,1.298373380151151757e+01,6.632873800249536878e+00
1.395294999999999955e-03,8.030265175105508035e+01,1.301024600306083734e+01,6.687102245884060103e+00
1.398294999999999920e-03,8.029380989549432002e+01,1.313808514662846427e+01,6.568104957877213934e+00
1.401295000000000101e-03,8.041424330631880935e+01,1.304577595440841797e+01,6.539980739272774457e+00
1.404295000000000066e-03,8.039218596225163083e+01,1.302545580518298962e+01,6.582358232565384881e+00
1.407295000000000030e-03,8.044811857201644045e+01,1.288847591748312027e+01,6.663405510500435724e+00
1.410294999999999995e-03,8.051275849268570539e+01,1.289800610317246488e+01,6.589235404141826180e+00
1.413294999999999959e-03,8.057348695721843512e+01,1.275909057988434192e+01,6.667422462897224733e+00
1.416294999999999924e-03,8.056978195406291832e+01,1.283390242739262810e+01,6.596315618544453585e+00
1.419295000000000105e-03,8.073397759474003976e+01,1.280611768141941553e+01,6.459904723840534935e+00
1.422295000000000070e-03,8.071681205823037430e+01,1.277947058886121390e+01,6.503717352908420679e+00
1.425295000000000034e-03,8.071520170441338848e+01,1.261197863928024354e+01,6.672819656306356428e+00
1.428294999999999999e-03,8.081444484696871200e+01,1.261232994712358568e+01,6.573225205907704094e+00
1.431294999999999963e-03,8.094546145182999908e+01,1.236862996862759267e+01,6.685908579542395813e+00
1.434294999999999928e-03,8.095823073689955152e+01,1.236137570943067843e+01,6.680393553669776274e+00
1.437294999999999892e-03,8.089036703565744801e+01,1.252439628127072346e+01,6.585236683071818753e+00
1.440295000000000073e-03,8.082318731165587167e+01,1.258293809662048801e+01,6.593874591723658085e+00
1.443295000000000038e-03,8.104770752763349151e+01,1.229595141980798800e+01,6.656341052558512494e+00
1.446295000000000002e-03,8.113076591209818389e+01,1.221299013753985641e+01,6.656243950361969475e+00
1.449294999999999967e-03,8.111544317556482042e+01,1.234067879886633357e+01,6.543878025568849566e+00
1.452294999999999931e-03,8.120715408043881212e+01,1.228429806870663121e+01,6.508547850854563777e+00
1.455294999999999896e-03,8.126095872125526398e+01,1.227817204685793051e+01,6.460869231886800179e+00
1.458295000000000077e-03,8.137116372462028835e+01,1.221584283885532329e+01,6.412993436524380364e+00
1.461295000000000042e-03,8.143346605971942154e+01,1.224666587402278850e+01,6.319868066257792627e+00
1.464295000000000006e-03,8.144835432987221679e+01,1.219536427755578956e+01,6.356281392571976774e+00
1.467294999999999971e-03,8.159698184187887193e+01,1.211183044380414842e+01,6.291187714316982316e+00
1.470294999999999935e-03,8.150576829762339059e+01,1.219674622256976626e+01,6.297485479806850250e+00
1.473294999999999900e-03,8.171000927543072123e+01,1.203807292404224150e+01,6.251917800527016844e+00
1.476295000000000081e-03,8.174556934585888257e+01,1.195113239719645826e+01,6.303298256944677824e+00
1.479295000000000046e-03,8.181726397027148323e+01,1.190511484554187227e+01,6.277621184186644498e+00
1.482295000000000010e-03,8.184883011578412493e+01,1.196163943181093892e+01,6.189530452404937932e+00
1.485294999999999975e-03,8.196010565054702113e+01,1.177979708133435821e+01,6.260097268118610891e+00
1.488294999999999939e-03,8.184427050746268151e+01,1.194224787147217270e+01,6.213481621065140459e+00
1.491294999999999904e-03,8.191681515841312944e+01,1.178146730753095994e+01,6.301717534055901737e+00
1.494295000000000085e-03,8.188722744964465505e+01,1.183385728606716469e+01,6.278915264288182918e+00
1.497295000000000050e-03,8.194928905936558294e+01,1.172812181313961943e+01,6.322589127494800287e+00
1.500295000000000014e-03,8.191285617806799735e+01,1.174808389886893956e+01,6.339059923063070201e+00
1.503294999999999979e-03,8.188115985436074595e+01,1.176805163900050921e+01,6.350788506638732400e+00
1.506294999999999943e-03,8.176186328923049018e+01,1.184534198280430317e+01,6.392794727965198653e+00
1.509294999999999908e-03,8.182855414831995233e+01,1.173681264764684684e+01,6.434633204033199938e+00
1.512295000000000089e-03,8.185493641463781955e+01,1.169146078233828767e+01,6.453602803023887446e+00
1.515295000000000053e-03,8.189516327869266377e+01,1.175745342455921616e+01,6.347383296748126291e+00
1.518295000000000018e-03,8.181782846494108696e+01,1.186233576482248786e+01,6.319835770236428729e+00
1.521294999999999982e-03,8.185528116389973263e+01,1.177816487467120155e+01,6.366553961429050723e+00
1.524294999999999947e-03,8.187704068044622829e+01,1.172472154810636447e+01,6.398237771447398359e+00
1.527294999999999911e-03,8.188384518138011003e+01,1.164210673055699274e+01,6.474048088062891892e+00
1.530295000000000093e-03,8.194935400044815310e+01,1.157536883904776914e+01,6.475277160504078644e+00
1.533295000000000057e-03,8.190084644752535326e+01,1.161438608870561140e+01,6.484767463769017581e+00
1.536295000000000022e-03,8.196690795624540726e+01,1.159642487176751757e+01,6.436667171987072500e+00
1.539294999999999986e-03,8.188906026555105200e+01,1.173224820973489457e+01,6.378691524714043659e+00
1.542294999999999951e-03,8.193017814725122605e+01,1.169781693153063173e+01,6.372004921218143103e+00
1.545294999999999915e-03,8.187699914396523582e+01,1.169701969088309923e+01,6.425981165151671171e+00
1.548295000000000097e-03,8.193239805800986630e+01,1.163465054982385993e+01,6.432951392166275539e+00
1.551295000000000061e-03,8.192144225563485804e+01,1.152768225064533958e+01,6.550875493719817477e+00
1.554295000000000026e-03,8.182816539687732416e+01,1.166397565653208979e+01,6.507858946590577176e+00
1.557294999999999990e-03,8.186062925841260096e+01,1.157691218690434987e+01,6.562458554683052725e+00
1.560294999999999955e-03,8.177368681675542916e+01,1.171078873651000229e+01,6.515524446734566766e+00
1.563294999999999919e-03,8.162353166466250798e+01,1.186286904338768800e+01,6.513599291949798697e+00
1.566295000000000100e-03,8.167078909549005061e+01,1.181871814605298532e+01,6.510492758456954299e+00
1.569295000000000065e-03,8.163665721884429161e+01,1.178433328419603754e+01,6.579009496959667302e+00
1.572295000000000029e-03,8.170088517678381379e+01,1.177604092312289197e+01,6.523073900093299571e+00
1.575294999999999994e-03,8.171841675181033793e+01,1.168962621829903270e+01,6.591957029890629371e+00
1.578294999999999958e-03,8.169571959857971422e+01,1.180289477669630394e+01,6.501385624723972079e+00
1.581294999999999923e-03,8.161857980909607591e+01,1.182263013933321893e+01,6.558790051570711377e+00
1.584295000000000104e-03,8.159459600712544614e+01,1.183525732916849371e+01,6.570146663706073475e+00
1.587295000000000069e-03,8.163935731546079921e+01,1.179984181668782384e+01,6.560800867851378726e+00
1.590295000000000033e-03,8.170749261579122447e+01,1.169124772868146600e+01,6.601259655527305092e+00
1.593294999999999998e-03,8.171469407818972286e+01,1.163490034006125740e+01,6.650405581749021522e+00
1.596294999999999962e-03,8.176174994400179230e+01,1.170781437027575755e+01,6.530435685722448369e+00
1.599294999999999927e-03,8.172386741034287638e+01,1.174610252388825771e+01,6.530030065768849923e+00
1.602295000000000108e-03,8.172630247046670604e+01,1.179623737166329889e+01,6.477460157869995960e+00
1.605295000000000073e-03,8.165793093748060016e+01,1.181312560791921484e+01,6.528943454600187657e+00
1.608295000000000037e-03,8.164605649994730641e+01,1.177745968786728881e+01,6.576483812185395017e+00
1.611295000000000002e-03,8.167267560977279572e+01,1.179547497791707755e+01,6.531849412310116954e+00
1.614294999999999966e-03,8.156194699274416848e+01,1.187675434028017385e+01,6.561298666975658556e+00
1.617294999999999931e-03,8.160538877228698595e+01,1.183549945258091363e+01,6.559111775132099531e+00
1.620294999999999895e-03,8.170126008084655211e+01,1.172764768520979928e+01,6.571092233943645056e+00
1.623295000000000076e-03,8.170554715591575246e+01,1.174724438941994187e+01,6.547208454664293242e+00
1.626295000000000041e-03,8.171209530303116253e+01,1.178393497228950082e+01,6.503969724679341979e+00
1.629295000000000005e-03,8.173839329761365491e+01,1.178450088961278475e+01,6.477105812773548799e+00
1.632294999999999970e-03,8.162736146006142235e+01,1.179420007667180847e+01,6.578438463266756742e+00
1.635294999999999934e-03,8.155073708237753749e+01,1.195113961258770630e+01,6.498123305034768649e+00
1.638294999999999899e-03,8.153339747093157541e+01,1.194034430656108725e+01,6.526258222507334672e+00
