# Step Strain Stress Density
432 9.469756e-07 1.171348e+05 2.043717e+12 
433 9.491505e-07 1.173492e+05 2.043697e+12 
434 9.517604e-07 1.177085e+05 2.043706e+12 
435 9.533263e-07 1.179021e+05 2.043717e+12 
436 9.548922e-07 1.181103e+05 2.043728e+12 
437 9.558317e-07 1.182176e+05 2.043709e+12 
438 9.567713e-07 1.183150e+05 2.043747e+12 
439 9.578987e-07 1.184669e+05 2.043774e+12 
440 9.592517e-07 1.186464e+05 2.043762e+12 
441 9.608752e-07 1.188416e+05 2.043755e+12 
442 9.628235e-07 1.190404e+05 2.043714e+12 
443 9.651614e-07 1.192984e+05 2.043640e+12 
444 9.679669e-07 1.196637e+05 2.043701e+12 
445 9.713334e-07 1.200392e+05 2.043671e+12 
446 9.733534e-07 1.202741e+05 2.043678e+12 
447 9.753733e-07 1.205256e+05 2.043671e+12 
448 9.777972e-07 1.208258e+05 2.043627e+12 
449 9.807060e-07 1.211881e+05 2.043641e+12 
450 9.841964e-07 1.216526e+05 2.043641e+12 
451 9.883850e-07 1.221476e+05 2.043660e+12 
452 9.934112e-07 1.227332e+05 2.043612e+12 
453 9.964270e-07 1.230999e+05 2.043583e+12 
454 9.979349e-07 1.232545e+05 2.043568e+12 
455 9.994427e-07 1.234681e+05 2.043579e+12 
456 1.001252e-06 1.236735e+05 2.043576e+12 
457 1.003424e-06 1.239415e+05 2.043552e+12 
458 1.006029e-06 1.242587e+05 2.043544e+12 
459 1.009156e-06 1.246320e+05 2.043539e+12 
460 1.012908e-06 1.251080e+05 2.043428e+12 
461 1.017410e-06 1.256287e+05 2.043404e+12 
462 1.022813e-06 1.263751e+05 2.043393e+12 
463 1.029297e-06 1.270442e+05 2.043359e+12 
464 1.033187e-06 1.274330e+05 2.043297e+12 
465 1.037077e-06 1.279376e+05 2.043219e+12 
466 1.038244e-06 1.280550e+05 2.043216e+12 
467 1.039412e-06 1.281758e+05 2.043194e+12 
468 1.040812e-06 1.283398e+05 2.043190e+12 
469 1.042493e-06 1.285629e+05 2.043192e+12 
470 1.044509e-06 1.288303e+05 2.043153e+12 
471 1.045719e-06 1.289912e+05 2.043143e+12 
472 1.046929e-06 1.291378e+05 2.043117e+12 
473 1.048381e-06 1.293483e+05 2.043116e+12 
474 1.050124e-06 1.295583e+05 2.043127e+12 
475 1.052214e-06 1.298536e+05 2.043121e+12 
476 1.054723e-06 1.301999e+05 2.043109e+12 
477 1.057734e-06 1.305352e+05 2.043148e+12 
478 1.059541e-06 1.307607e+05 2.043123e+12 
479 1.061347e-06 1.309895e+05 2.043099e+12 
480 1.063515e-06 1.312418e+05 2.043068e+12 
481 1.066117e-06 1.315644e+05 2.043064e+12 
482 1.069238e-06 1.319508e+05 2.043023e+12 
483 1.072984e-06 1.323475e+05 2.043077e+12 
484 1.075232e-06 1.325882e+05 2.043036e+12 
485 1.077479e-06 1.328794e+05 2.043066e+12 
486 1.080177e-06 1.332761e+05 2.043050e+12 
487 1.083413e-06 1.336691e+05 2.042996e+12 
488 1.087297e-06 1.341755e+05 2.042957e+12 
489 1.089627e-06 1.344787e+05 2.042927e+12 
490 1.091957e-06 1.348327e+05 2.042950e+12 
491 1.094754e-06 1.351683e+05 2.042943e+12 
492 1.096432e-06 1.353485e+05 2.042935e+12 
493 1.098110e-06 1.355516e+05 2.042935e+12 
494 1.100123e-06 1.358236e+05 2.042958e+12 
495 1.102539e-06 1.360577e+05 2.042991e+12 
496 1.105438e-06 1.364195e+05 2.043037e+12 
497 1.107178e-06 1.366512e+05 2.043013e+12 
498 1.108917e-06 1.368650e+05 2.042993e+12 
499 1.111005e-06 1.371135e+05 2.043015e+12 
500 1.112257e-06 1.372510e+05 2.043015e+12 
501 1.113510e-06 1.373733e+05 2.042999e+12 
502 1.115013e-06 1.375527e+05 2.042991e+12 
503 1.116816e-06 1.377403e+05 2.042972e+12 
504 1.118981e-06 1.380062e+05 2.042962e+12 
505 1.121578e-06 1.382997e+05 2.042931e+12 
506 1.124694e-06 1.385930e+05 2.042941e+12 
507 1.126564e-06 1.388365e+05 2.042927e+12 
508 1.128434e-06 1.390914e+05 2.042911e+12 
509 1.130678e-06 1.393716e+05 2.042902e+12 
510 1.132025e-06 1.394430e+05 2.042917e+12 
511 1.133371e-06 1.396073e+05 2.042934e+12 
512 1.134987e-06 1.398044e+05 2.042929e+12 
513 1.136925e-06 1.400470e+05 2.042932e+12 
514 1.138089e-06 1.402013e+05 2.042921e+12 
515 1.139252e-06 1.404006e+05 2.042929e+12 
516 1.140648e-06 1.406031e+05 2.042951e+12 
517 1.142323e-06 1.408265e+05 2.042952e+12 
