# Step Strain Stress Density
1 3.000000e-09 -2.420311e+02 2.044240e+12 
10 7.787605e-08 8.133271e+03 2.044066e+12 
20 5.600640e-07 6.450964e+04 2.045336e+12 
30 3.545645e-06 4.321587e+05 2.044848e+12 
40 2.203157e-05 2.646803e+06 2.051144e+12 
50 1.364916e-04 1.625320e+07 2.115728e+12 
