# Step Strain Stress Density
1 3.000000e-09 -3.011714e+02 2.044312e+12 
10 7.787605e-08 8.656678e+03 2.043802e+12 
20 5.600640e-07 6.845535e+04 2.042660e+12 
30 3.545645e-06 4.306132e+05 2.043796e+12 
40 2.203157e-05 2.681705e+06 2.063416e+12 
50 1.364916e-04 1.607770e+07 2.261845e+12 
