# Step Strain Stress Density
1170 8.987366e-06 1.079931e+06 2.053335e+12 
1180 9.040234e-06 1.086149e+06 2.053276e+12 
1190 9.097805e-06 1.093469e+06 2.053411e+12 
1200 9.137193e-06 1.098244e+06 2.053410e+12 
1210 9.170761e-06 1.102784e+06 2.053116e+12 
1220 9.202256e-06 1.106685e+06 2.053063e+12 
1230 9.278139e-06 1.116424e+06 2.052990e+12 
1240 9.404031e-06 1.131619e+06 2.052854e+12 
1250 9.564140e-06 1.150934e+06 2.053446e+12 
1260 9.649634e-06 1.161174e+06 2.053377e+12 
1270 9.686529e-06 1.165590e+06 2.053543e+12 
1280 9.781715e-06 1.176927e+06 2.053342e+12 
1290 9.879234e-06 1.188783e+06 2.053265e+12 
1300 1.000190e-05 1.203574e+06 2.053271e+12 
1310 1.008503e-05 1.214451e+06 2.053204e+12 
1320 1.011374e-05 1.217941e+06 2.053011e+12 
1330 1.017002e-05 1.225036e+06 2.052984e+12 
1340 1.024378e-05 1.233919e+06 2.053043e+12 
1350 1.032872e-05 1.244461e+06 2.053273e+12 
1360 1.043384e-05 1.257103e+06 2.053377e+12 
1370 1.057106e-05 1.273643e+06 2.053202e+12 
1380 1.064493e-05 1.282543e+06 2.053360e+12 
1390 1.070795e-05 1.289920e+06 2.053396e+12 
1400 1.083215e-05 1.304688e+06 2.053534e+12 
1410 1.086810e-05 1.309217e+06 2.053387e+12 
1420 1.089007e-05 1.311813e+06 2.053345e+12 
1430 1.093904e-05 1.317960e+06 2.053066e+12 
1440 1.102180e-05 1.327516e+06 2.053090e+12 
1450 1.106460e-05 1.332660e+06 2.052872e+12 
1460 1.112543e-05 1.339844e+06 2.052892e+12 
1470 1.133883e-05 1.364707e+06 2.052537e+12 
1480 1.143189e-05 1.376274e+06 2.052289e+12 
1490 1.149398e-05 1.383826e+06 2.052140e+12 
1500 1.157207e-05 1.393445e+06 2.052360e+12 
1510 1.171454e-05 1.410618e+06 2.052563e+12 
1520 1.182839e-05 1.424591e+06 2.052757e+12 
1530 1.194075e-05 1.438246e+06 2.052636e+12 
1540 1.201947e-05 1.447849e+06 2.052289e+12 
1550 1.216136e-05 1.464736e+06 2.052261e+12 
1560 1.226361e-05 1.477039e+06 2.052234e+12 
1570 1.235492e-05 1.487778e+06 2.052303e+12 
1580 1.242444e-05 1.496638e+06 2.052073e+12 
1590 1.258548e-05 1.516149e+06 2.052343e+12 
1600 1.271841e-05 1.531430e+06 2.052257e+12 
1610 1.284067e-05 1.546472e+06 2.052226e+12 
1620 1.289050e-05 1.552654e+06 2.052275e+12 
1630 1.292490e-05 1.556715e+06 2.052211e+12 
1640 1.296292e-05 1.561419e+06 2.052145e+12 
1650 1.303553e-05 1.570369e+06 2.051829e+12 
1660 1.319621e-05 1.589584e+06 2.051688e+12 
1670 1.337874e-05 1.611765e+06 2.052141e+12 
1680 1.351824e-05 1.628587e+06 2.052319e+12 
1690 1.366457e-05 1.645983e+06 2.051863e+12 
1700 1.376449e-05 1.657334e+06 2.051471e+12 
1710 1.380196e-05 1.661861e+06 2.051492e+12 
1720 1.384046e-05 1.666440e+06 2.051571e+12 
1730 1.392431e-05 1.676847e+06 2.051579e+12 
1740 1.418258e-05 1.708018e+06 2.051490e+12 
1750 1.429219e-05 1.720930e+06 2.051708e+12 
1760 1.436406e-05 1.729646e+06 2.051845e+12 
1770 1.447011e-05 1.741812e+06 2.051855e+12 
1780 1.458924e-05 1.756061e+06 2.051939e+12 
1790 1.461723e-05 1.759457e+06 2.051932e+12 
1800 1.470067e-05 1.768955e+06 2.052182e+12 
1810 1.481135e-05 1.782231e+06 2.052284e+12 
1820 1.488578e-05 1.790884e+06 2.052377e+12 
1830 1.503424e-05 1.807998e+06 2.052388e+12 
1840 1.507953e-05 1.812857e+06 2.052424e+12 
1850 1.521165e-05 1.829020e+06 2.052235e+12 
1860 1.532222e-05 1.842333e+06 2.052249e+12 
1870 1.536227e-05 1.847363e+06 2.052092e+12 
1880 1.539446e-05 1.851460e+06 2.052036e+12 
1890 1.543615e-05 1.856772e+06 2.051737e+12 
1900 1.546013e-05 1.859428e+06 2.051720e+12 
1910 1.556205e-05 1.871523e+06 2.051670e+12 
1920 1.572830e-05 1.891647e+06 2.051926e+12 
1930 1.585642e-05 1.907205e+06 2.051927e+12 
1940 1.591099e-05 1.913971e+06 2.052042e+12 
1950 1.596447e-05 1.920120e+06 2.052092e+12 
1960 1.607906e-05 1.933727e+06 2.052122e+12 
1970 1.617955e-05 1.946058e+06 2.052083e+12 
1980 1.630126e-05 1.960203e+06 2.052231e+12 
1990 1.641458e-05 1.973304e+06 2.052561e+12 
2000 1.650429e-05 1.984417e+06 2.052699e+12 
2010 1.660240e-05 1.995962e+06 2.052749e+12 
2020 1.669278e-05 2.006733e+06 2.052710e+12 
2030 1.672112e-05 2.009899e+06 2.052804e+12 
2040 1.683768e-05 2.024264e+06 2.052941e+12 
2050 1.695152e-05 2.038151e+06 2.052993e+12 
2060 1.709377e-05 2.055633e+06 2.053005e+12 
2070 1.728753e-05 2.078853e+06 2.053556e+12 
2080 1.750148e-05 2.105406e+06 2.053671e+12 
2090 1.759220e-05 2.116443e+06 2.053565e+12 
2100 1.768623e-05 2.127689e+06 2.053567e+12 
2110 1.774847e-05 2.135346e+06 2.053622e+12 
2120 1.777884e-05 2.138937e+06 2.053678e+12 
2130 1.789226e-05 2.152436e+06 2.053682e+12 
2140 1.793688e-05 2.157654e+06 2.053634e+12 
2150 1.801306e-05 2.166715e+06 2.054169e+12 
2160 1.805916e-05 2.171743e+06 2.054422e+12 
2170 1.813289e-05 2.180492e+06 2.054492e+12 
2180 1.826997e-05 2.196850e+06 2.054410e+12 
2190 1.844820e-05 2.218102e+06 2.054796e+12 
2200 1.860761e-05 2.236969e+06 2.054490e+12 
2210 1.874935e-05 2.253725e+06 2.054688e+12 
2220 1.881522e-05 2.261899e+06 2.054475e+12 
2230 1.889517e-05 2.271536e+06 2.054240e+12 
